operator,department,employee_profile,device_category,estimated_price_mad,budget_risk_score,risk_level,alert_flag,recommendation,real_price_range,real_price_label,predicted_price_range,predicted_price_label,prediction_confidence
Maroc Telecom,Finance,Usage standard,Entrée de gamme,1200,23.4,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9954
inwi,Finance,Usage intensif,Premium,7000,90.6,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9746
Maroc Telecom,Support,Usage standard,Premium,7000,98.2,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9983
Maroc Telecom,Commercial,Usage standard,Haut de gamme,4500,63.4,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9875
Orange Maroc,Support,Usage standard,Entrée de gamme,1200,24.4,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9895
inwi,Finance,Usage premium,Entrée de gamme,1200,22.0,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9957
Orange Maroc,Commercial,Usage standard,Entrée de gamme,1200,20.8,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9928
inwi,Commercial,Usage premium,Haut de gamme,4500,66.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9866
Orange Maroc,Support,Usage basique,Premium,7000,92.9,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9997
Orange Maroc,Direction,Usage intensif,Entrée de gamme,1200,21.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9997
inwi,IT,Usage intensif,Milieu de gamme,2500,38.4,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9889
Maroc Telecom,Commercial,Usage basique,Premium,7000,93.1,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9755
Orange Maroc,IT,Usage standard,Milieu de gamme,2500,40.6,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9966
Maroc Telecom,Commercial,Usage basique,Haut de gamme,4500,61.5,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9898
inwi,Finance,Usage intensif,Entrée de gamme,1200,20.5,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9983
inwi,Finance,Usage standard,Entrée de gamme,1200,20.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9987
Maroc Telecom,RH,Usage intensif,Haut de gamme,4500,61.7,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9567
Orange Maroc,Commercial,Usage basique,Entrée de gamme,1200,22.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.999
inwi,RH,Usage basique,Haut de gamme,4500,67.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9834
Maroc Telecom,Support,Usage basique,Entrée de gamme,1200,21.8,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9467
Orange Maroc,RH,Usage standard,Premium,7000,88.3,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9324
inwi,IT,Usage standard,Premium,7000,93.7,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9995
Maroc Telecom,Support,Usage premium,Milieu de gamme,2500,41.8,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9916
Orange Maroc,Finance,Usage intensif,Premium,7000,93.2,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9937
Maroc Telecom,RH,Usage standard,Premium,7000,97.5,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9999
inwi,Commercial,Usage premium,Milieu de gamme,2500,39.0,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9944
inwi,RH,Usage intensif,Entrée de gamme,1200,21.6,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9994
inwi,IT,Usage premium,Entrée de gamme,1200,22.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9944
Orange Maroc,RH,Usage standard,Entrée de gamme,1200,19.0,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.999
inwi,Direction,Usage standard,Entrée de gamme,1200,21.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9979
inwi,Commercial,Usage basique,Milieu de gamme,2500,35.8,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.984
Maroc Telecom,Commercial,Usage intensif,Milieu de gamme,2500,39.3,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9899
inwi,Commercial,Usage basique,Haut de gamme,4500,66.3,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9917
Maroc Telecom,Finance,Usage standard,Haut de gamme,4500,64.7,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9919
Orange Maroc,RH,Usage standard,Haut de gamme,4500,68.8,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.965
Maroc Telecom,Support,Usage standard,Milieu de gamme,2500,41.0,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9922
Maroc Telecom,IT,Usage intensif,Haut de gamme,4500,66.2,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9599
Maroc Telecom,Finance,Usage basique,Entrée de gamme,1200,23.5,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9915
Orange Maroc,Finance,Usage standard,Entrée de gamme,1200,23.1,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.999
Maroc Telecom,RH,Usage intensif,Premium,7000,92.2,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.995
Orange Maroc,Direction,Usage premium,Entrée de gamme,1200,23.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9658
Maroc Telecom,IT,Usage intensif,Milieu de gamme,2500,37.6,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9504
Maroc Telecom,Commercial,Usage premium,Milieu de gamme,2500,38.0,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9915
Orange Maroc,IT,Usage intensif,Entrée de gamme,1200,20.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9989
inwi,Direction,Usage standard,Premium,7000,90.9,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9946
Maroc Telecom,IT,Usage basique,Haut de gamme,4500,63.5,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9963
Orange Maroc,RH,Usage intensif,Entrée de gamme,1200,25.8,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.987
inwi,Support,Usage intensif,Milieu de gamme,2500,39.4,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9645
Orange Maroc,Support,Usage intensif,Haut de gamme,4500,62.5,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.956
Maroc Telecom,RH,Usage standard,Premium,7000,93.8,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9944
Maroc Telecom,RH,Usage standard,Haut de gamme,4500,61.9,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9724
inwi,RH,Usage standard,Premium,7000,98.7,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9995
Maroc Telecom,Finance,Usage standard,Milieu de gamme,2500,38.6,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.998
inwi,Finance,Usage basique,Milieu de gamme,2500,37.4,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9934
Orange Maroc,Commercial,Usage intensif,Milieu de gamme,2500,38.8,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9924
inwi,Finance,Usage basique,Milieu de gamme,2500,41.3,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9465
inwi,Finance,Usage basique,Premium,7000,90.8,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9961
inwi,Commercial,Usage standard,Milieu de gamme,2500,40.8,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9944
Maroc Telecom,Direction,Usage intensif,Milieu de gamme,2500,39.7,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9932
inwi,Commercial,Usage standard,Haut de gamme,4500,64.6,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.982
Maroc Telecom,IT,Usage standard,Haut de gamme,4500,61.3,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.977
Orange Maroc,IT,Usage standard,Milieu de gamme,2500,41.5,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9348
Orange Maroc,Direction,Usage standard,Haut de gamme,4500,65.5,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.994
inwi,Finance,Usage premium,Premium,7000,92.9,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9865
inwi,IT,Usage premium,Milieu de gamme,2500,39.5,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9973
inwi,Commercial,Usage standard,Haut de gamme,4500,61.7,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9847
Maroc Telecom,Commercial,Usage standard,Entrée de gamme,1200,24.9,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9951
Maroc Telecom,Commercial,Usage intensif,Milieu de gamme,2500,38.0,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9371
Orange Maroc,Finance,Usage basique,Entrée de gamme,1200,21.8,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.994
Maroc Telecom,IT,Usage standard,Premium,7000,93.0,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9909
Maroc Telecom,Direction,Usage standard,Entrée de gamme,1200,24.5,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9982
Maroc Telecom,Finance,Usage premium,Entrée de gamme,1200,20.3,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9998
Maroc Telecom,Commercial,Usage basique,Entrée de gamme,1200,20.6,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9982
Maroc Telecom,Support,Usage standard,Entrée de gamme,1200,23.0,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9959
Maroc Telecom,Commercial,Usage intensif,Milieu de gamme,2500,40.7,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9903
Maroc Telecom,Finance,Usage standard,Premium,7000,90.5,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9884
Maroc Telecom,Finance,Usage basique,Entrée de gamme,1200,22.4,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9995
inwi,Commercial,Usage premium,Milieu de gamme,2500,40.2,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9837
Maroc Telecom,Support,Usage standard,Milieu de gamme,2500,37.4,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9967
Maroc Telecom,Direction,Usage intensif,Entrée de gamme,1200,18.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9991
Orange Maroc,IT,Usage basique,Premium,7000,96.2,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9999
Maroc Telecom,IT,Usage standard,Premium,7000,95.7,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9987
inwi,Direction,Usage standard,Haut de gamme,4500,61.9,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,1,Milieu de gamme,0.9012
inwi,Support,Usage basique,Milieu de gamme,2500,40.6,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9361
Maroc Telecom,Support,Usage basique,Entrée de gamme,1200,20.8,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9937
Maroc Telecom,Finance,Usage intensif,Milieu de gamme,2500,39.3,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.987
inwi,Commercial,Usage basique,Haut de gamme,4500,62.5,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.991
inwi,Support,Usage basique,Haut de gamme,4500,66.5,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9902
Orange Maroc,Commercial,Usage standard,Haut de gamme,4500,66.6,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9895
Orange Maroc,RH,Usage intensif,Milieu de gamme,2500,41.2,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9934
Maroc Telecom,IT,Usage basique,Milieu de gamme,2500,40.3,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9642
inwi,Commercial,Usage standard,Entrée de gamme,1200,23.6,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9924
Maroc Telecom,Finance,Usage basique,Milieu de gamme,2500,39.5,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9909
inwi,Commercial,Usage basique,Haut de gamme,4500,64.6,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9919
Orange Maroc,Direction,Usage basique,Haut de gamme,4500,62.5,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9342
Orange Maroc,RH,Usage intensif,Haut de gamme,4500,60.5,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9779
Orange Maroc,Support,Usage basique,Entrée de gamme,1200,23.6,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9751
Maroc Telecom,Finance,Usage basique,Entrée de gamme,1200,17.4,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9994
Maroc Telecom,Commercial,Usage standard,Milieu de gamme,2500,37.5,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9787
Maroc Telecom,Direction,Usage intensif,Premium,7000,92.1,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9992
Maroc Telecom,IT,Usage standard,Milieu de gamme,2500,41.6,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9945
inwi,IT,Usage standard,Premium,7000,92.6,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9691
Maroc Telecom,RH,Usage basique,Entrée de gamme,1200,22.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9992
Maroc Telecom,IT,Usage standard,Entrée de gamme,1200,25.1,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9303
inwi,Support,Usage standard,Milieu de gamme,2500,39.7,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9183
inwi,Direction,Usage standard,Entrée de gamme,1200,18.0,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9999
inwi,RH,Usage standard,Premium,7000,91.3,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9702
inwi,Finance,Usage standard,Milieu de gamme,2500,38.6,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9901
Maroc Telecom,RH,Usage basique,Entrée de gamme,1200,24.0,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9967
Maroc Telecom,Support,Usage standard,Entrée de gamme,1200,20.3,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9981
inwi,IT,Usage basique,Haut de gamme,4500,63.9,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9894
Orange Maroc,Commercial,Usage intensif,Premium,7000,91.2,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.971
Maroc Telecom,Commercial,Usage premium,Premium,7000,95.7,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9983
inwi,Commercial,Usage premium,Milieu de gamme,2500,41.0,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9527
Maroc Telecom,Finance,Usage premium,Premium,7000,94.8,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9799
Maroc Telecom,Support,Usage intensif,Premium,7000,91.2,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9935
Orange Maroc,IT,Usage intensif,Milieu de gamme,2500,42.7,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9714
Orange Maroc,Finance,Usage standard,Premium,7000,93.2,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9895
Orange Maroc,Support,Usage intensif,Haut de gamme,4500,62.9,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9844
Maroc Telecom,Support,Usage standard,Entrée de gamme,1200,21.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9997
inwi,IT,Usage standard,Haut de gamme,4500,66.7,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9899
Maroc Telecom,Finance,Usage intensif,Haut de gamme,4500,61.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9154
Maroc Telecom,Finance,Usage standard,Premium,7000,92.0,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9786
inwi,Finance,Usage standard,Premium,7000,90.8,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9615
inwi,Finance,Usage premium,Premium,7000,93.7,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9819
inwi,IT,Usage basique,Premium,7000,93.0,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9899
inwi,Commercial,Usage standard,Milieu de gamme,2500,41.3,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9951
Orange Maroc,Support,Usage premium,Haut de gamme,4500,60.6,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9873
Orange Maroc,Commercial,Usage intensif,Haut de gamme,4500,63.9,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9972
Maroc Telecom,Commercial,Usage standard,Milieu de gamme,2500,38.7,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9943
Maroc Telecom,IT,Usage basique,Haut de gamme,4500,59.4,Moyen,0,Appareil conforme au besoin,2,Haut de gamme,2,Haut de gamme,0.9913
Maroc Telecom,Direction,Usage standard,Entrée de gamme,1200,24.4,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9924
Maroc Telecom,Support,Usage premium,Haut de gamme,4500,67.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9944
Orange Maroc,Support,Usage standard,Premium,7000,95.0,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9993
Orange Maroc,Support,Usage standard,Haut de gamme,4500,62.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9757
Maroc Telecom,Direction,Usage basique,Haut de gamme,4500,66.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.995
Maroc Telecom,Commercial,Usage basique,Milieu de gamme,2500,39.1,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9945
Orange Maroc,Finance,Usage premium,Entrée de gamme,1200,22.1,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9986
Maroc Telecom,Commercial,Usage standard,Milieu de gamme,2500,42.1,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9957
inwi,Support,Usage intensif,Milieu de gamme,2500,39.0,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9478
Orange Maroc,Support,Usage basique,Entrée de gamme,1200,22.0,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9758
Orange Maroc,Commercial,Usage intensif,Haut de gamme,4500,66.4,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9812
Orange Maroc,IT,Usage premium,Entrée de gamme,1200,21.5,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9985
inwi,RH,Usage standard,Haut de gamme,4500,64.3,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9955
Maroc Telecom,Direction,Usage basique,Haut de gamme,4500,67.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9329
Orange Maroc,Commercial,Usage standard,Haut de gamme,4500,62.9,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.98
Orange Maroc,Commercial,Usage intensif,Haut de gamme,4500,63.6,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9922
Maroc Telecom,Finance,Usage standard,Milieu de gamme,2500,41.9,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.988
inwi,RH,Usage premium,Haut de gamme,4500,64.8,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.994
inwi,Support,Usage intensif,Haut de gamme,4500,67.2,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9544
Orange Maroc,Commercial,Usage premium,Entrée de gamme,1200,24.9,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9765
inwi,Support,Usage intensif,Milieu de gamme,2500,38.1,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9955
inwi,Commercial,Usage basique,Milieu de gamme,2500,38.9,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9942
Orange Maroc,Commercial,Usage standard,Haut de gamme,4500,65.7,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.991
inwi,Finance,Usage basique,Milieu de gamme,2500,38.6,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9957
Orange Maroc,Support,Usage premium,Milieu de gamme,2500,38.6,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9966
Orange Maroc,RH,Usage intensif,Premium,7000,94.2,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9997
Orange Maroc,RH,Usage intensif,Entrée de gamme,1200,24.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9868
inwi,Commercial,Usage standard,Milieu de gamme,2500,43.5,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9754
Maroc Telecom,Direction,Usage basique,Premium,7000,98.4,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.997
inwi,IT,Usage intensif,Entrée de gamme,1200,22.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9993
inwi,Support,Usage standard,Haut de gamme,4500,61.6,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9855
Maroc Telecom,Finance,Usage basique,Entrée de gamme,1200,16.9,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9998
inwi,RH,Usage intensif,Haut de gamme,4500,63.3,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.8632
Maroc Telecom,IT,Usage basique,Haut de gamme,4500,69.3,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9616
Maroc Telecom,Finance,Usage standard,Haut de gamme,4500,61.1,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9324
Orange Maroc,Commercial,Usage standard,Haut de gamme,4500,63.6,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9938
Maroc Telecom,IT,Usage basique,Haut de gamme,4500,63.5,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.8122
inwi,Commercial,Usage premium,Entrée de gamme,1200,23.0,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9991
inwi,Direction,Usage basique,Entrée de gamme,1200,23.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9974
Orange Maroc,IT,Usage basique,Haut de gamme,4500,67.7,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.8662
Maroc Telecom,Support,Usage basique,Milieu de gamme,2500,40.7,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9717
Maroc Telecom,RH,Usage intensif,Haut de gamme,4500,63.2,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9969
Orange Maroc,Commercial,Usage standard,Entrée de gamme,1200,21.3,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9992
inwi,Finance,Usage standard,Premium,7000,91.4,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9978
Orange Maroc,IT,Usage basique,Milieu de gamme,2500,40.1,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.8698
Maroc Telecom,IT,Usage basique,Premium,7000,89.3,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9921
